date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:25	1979/1979	---MCZ	200	added ('OK')	image/svg+xml	etag:%2205b2455d22e33a66812c371773eae91f%22	http://mattfarley.ca/img/icon-mentor.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/icon-mentor.svg	(from http://mattfarley.ca/)
15:03:25	3909/3909	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Jul%202018%2013:03:24%20GMT	http://mattfarley.ca/cdn-cgi/l/email-protection	C:/Users/user/Documents/developer%20web/mattfarley.ca/cdn-cgi/l/email-protection.html	(from http://mattfarley.ca/)
15:03:35	80201/80201	---M--	200	added ('OK')	image/png	etag:%22b821365da1bf5f2b41c0a8ff863c77f1%22	http://mattfarley.ca/img/hero.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/hero.png	(from http://mattfarley.ca/)
15:03:35	56313/56313	---M--	200	added ('OK')	image/png	etag:%22ff5c3a6d861f81db7094847444eb285f%22	http://mattfarley.ca/img/project-glcsolutions.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/project-glcsolutions.png	(from http://mattfarley.ca/)
15:03:37	73504/73504	---M--	200	added ('OK')	image/png	etag:%225feaa68a3676253b2e10ad1f62bef29d%22	http://mattfarley.ca/img/project-chronicled.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/project-chronicled.png	(from http://mattfarley.ca/)
15:04:01	672449/672449	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244f077b456f3decb0d1b00769927c002%22	https://use.fontawesome.com/releases/v5.0.6/js/all.js	C:/Users/user/Documents/developer%20web/use.fontawesome.com/releases/v5.0.6/js/all.js	(from http://mattfarley.ca/)
15:05:20	12463/12463	---MCZ	200	added ('OK')	image/svg+xml	etag:%2276a2acdb432d87a139bf150b2d3de504%22	http://mattfarley.ca/img/cl-domain7.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/cl-domain7.svg	(from http://mattfarley.ca/)
15:05:21	15347/15347	---MCZ	200	added ('OK')	image/svg+xml	etag:%220f9670da3561cd671eb3cba4b09b178b%22	http://mattfarley.ca/img/cl-redstamp.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/cl-redstamp.svg	(from http://mattfarley.ca/)
15:05:23	19648/19648	---MCZ	200	added ('OK')	image/svg+xml	etag:%22afb75c00e07a2ebe2b813a8330c557ef%22	http://mattfarley.ca/img/cl-goodkind.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/cl-goodkind.svg	(from http://mattfarley.ca/)
15:05:24	11545/11545	---MCZ	200	added ('OK')	image/svg+xml	etag:%22b283eaeef89d0bb2f7b86fc761c16546%22	http://mattfarley.ca/img/cl-briteweb.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/cl-briteweb.svg	(from http://mattfarley.ca/)
